Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/s/?k=bags+for+travelling&ref=sugsr_1&pd_rd_w=iV9GD&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=JJ8A316J23VFM29513XF&pd_rd_wg=QPFwX&pd_rd_r=401a7998-5400-4c43-879f-814d2addf8ab&qid=1688717310,N/A,N/A,N/A,bags for travelling
https://www.amazon.in/s/?k=school+bags&ref=sugsr_2&pd_rd_w=iV9GD&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=JJ8A316J23VFM29513XF&pd_rd_wg=QPFwX&pd_rd_r=401a7998-5400-4c43-879f-814d2addf8ab&qid=1688717310,N/A,N/A,N/A,school bags
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A,or
https://www.amazon.in#s-skipLinkTargetForMainSearchResults,N/A,N/A,4 Stars & Up,Delivery Day
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/b/ref=sxts_spks_0_0_dbb31dc2-f6c4-487f-9f15-03751dec7efa?node=21102587031&pd_rd_w=th7lB&content-id=amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa:amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_p=dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=eMBlv&pd_rd_r=218d863f-48d6-4ac7-bab9-bc8bdef21076&qid=1688717313,AmazonBasics Laptop Backpack,₹599,4.1 out of 5 stars,"5,001"
https://www.amazon.in/b/ref=sxts_spks_0_0_dbb31dc2-f6c4-487f-9f15-03751dec7efa?node=21102587031&pd_rd_w=th7lB&content-id=amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa:amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_p=dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=eMBlv&pd_rd_r=218d863f-48d6-4ac7-bab9-bc8bdef21076&qid=1688717313,N/A,N/A,N/A,N/A
https://www.amazon.in/b/ref=sxts_spks_0_0_dbb31dc2-f6c4-487f-9f15-03751dec7efa?node=21102587031&pd_rd_w=th7lB&content-id=amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa:amzn1.sym.dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_p=dbb31dc2-f6c4-487f-9f15-03751dec7efa&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=eMBlv&pd_rd_r=218d863f-48d6-4ac7-bab9-bc8bdef21076&qid=1688717313,N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/luggage/2917436031/ref=sr_bs_0_2917436031_1,N/A,₹599,4.1 out of 5 stars,"5,001"
https://www.amazon.in/gp/bestsellers/luggage/2917436031/ref=sr_bs_0_2917436031_1,N/A,N/A,N/A,N/A
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,N/A,₹599,4.1 out of 5 stars,"5,001"
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,N/A,₹599,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,N/A,"₹1,199",4.0 out of 5 stars,"55,176"
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M,N/A,"₹1,199",4.0 out of 5 stars,"55,176"
https://www.amazon.in/gp/goldbox/,N/A,"₹1,199",N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb,N/A,₹550,4.3 out of 5 stars,"11,551"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,N/A,₹550,4.3 out of 5 stars,"11,551"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF,N/A,₹550,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/s/ref=sxin_15_trfobq2av2?rh=n%3A14737350031&k=bags&i=specialty-aps&srs=14737350031&pd_rd_w=LC1Wr&content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb:amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=Jb7Sg&pd_rd_r=17196d19-f40c-4e59-9bd3-b67c2c9ee744&qid=1688717313,AmazonBasics Laptop Backpack,₹709,4.2 out of 5 stars,Amazon’s private and select curated brands
https://www.amazon.in/s/ref=sxin_15_trfobq2av2?rh=n%3A14737350031&k=bags&i=specialty-aps&srs=14737350031&pd_rd_w=LC1Wr&content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb:amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=Jb7Sg&pd_rd_r=17196d19-f40c-4e59-9bd3-b67c2c9ee744&qid=1688717313,N/A,N/A,N/A,Amazon’s private and select curated brands
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,AmazonBasics Laptop Backpack,₹709,4.2 out of 5 stars,603
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",₹310,4.2 out of 5 stars,63
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK?rdc=1&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",₹329,4.3 out of 5 stars,"29,448"
https://www.amazon.in/Amazon-Brand-Solimo-Cricket-Kit/dp/B08J8HQ3MD?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,"Amazon Brand - Solimo Cricket Kit Bag, Red",₹849,4.3 out of 5 stars,60
https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree 10 liters Kids Backpack Mini Travel Bag 1-6 Years SPIDER,₹285,4.0 out of 5 stars,"1,108"
https://www.amazon.in/gp/bestsellers/electronics/1389022031/ref=sr_bs_5_1389022031_1,"DYAZO Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",₹805,4.4 out of 5 stars,306
https://www.amazon.in/Amazon-Brand-Solimo-Badminton-Rapid/dp/B08J8HJN8P?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,"Amazon Brand - Solimo Badminton Kit Bag, Rapid, Blue",₹699,4.2 out of 5 stars,149
https://www.amazon.in/AmazonBasics-T1913-5-20-Inch-Carry-on-Orange/dp/B07P6PF6SP?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,"AmazonBasics 20-Inch Carry-on, Orange","₹3,529",4.5 out of 5 stars,102
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_3_1375464031_1,N/A,"₹1,299",4.3 out of 5 stars,417
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_3_1375464031_1,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF,N/A,"₹1,299",4.3 out of 5 stars,417
https://www.amazon.in/gp/goldbox/,N/A,"₹1,299",N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,N/A,₹649,3.9 out of 5 stars,"16,375"
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,N/A,₹649,3.9 out of 5 stars,"16,375"
https://www.amazon.in/gp/goldbox/,N/A,₹649,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP,N/A,"₹1,085",4.4 out of 5 stars,"5,777"
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP,N/A,"₹1,085",4.4 out of 5 stars,"5,777"
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP,N/A,"₹1,085",N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,N/A,₹499,3.9 out of 5 stars,959
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,N/A,₹499,3.9 out of 5 stars,959
https://www.amazon.in/gp/goldbox/,N/A,₹499,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7,N/A,₹679,4.0 out of 5 stars,"4,642"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7,N/A,N/A,N/A,N/A
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7,N/A,₹679,4.0 out of 5 stars,"4,642"
https://www.amazon.in/gp/goldbox/,N/A,₹679,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,N/A,₹988,4.4 out of 5 stars,"5,853"
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,N/A,N/A,N/A,N/A
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,N/A,₹988,4.4 out of 5 stars,"5,853"
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,N/A,₹988,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/gp/bestsellers/luggage/1984997031/ref=sr_bs_9_1984997031_1,N/A,₹849,4.3 out of 5 stars,"5,380"
https://www.amazon.in/gp/bestsellers/luggage/1984997031/ref=sr_bs_9_1984997031_1,N/A,N/A,N/A,N/A
https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5,N/A,₹849,4.3 out of 5 stars,"5,380"
https://www.amazon.in/gp/goldbox/,N/A,₹849,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X,N/A,₹849,3.9 out of 5 stars,"3,076"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X,N/A,N/A,N/A,N/A
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X,N/A,₹849,3.9 out of 5 stars,"3,076"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X,N/A,₹849,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,N/A,₹248,4.0 out of 5 stars,"19,757"
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,N/A,N/A,N/A,N/A
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,N/A,₹248,4.0 out of 5 stars,"19,757"
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,N/A,₹248,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G,N/A,"₹1,399",4.3 out of 5 stars,422
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G,N/A,N/A,N/A,N/A
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G,N/A,"₹1,399",4.3 out of 5 stars,422
https://www.amazon.in/gp/goldbox/,N/A,"₹1,399",N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53,N/A,₹599,3.8 out of 5 stars,223
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53,N/A,N/A,N/A,N/A
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53,N/A,₹599,3.8 out of 5 stars,223
https://www.amazon.in/gp/goldbox/,N/A,₹599,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,N/A,₹749,4.1 out of 5 stars,"1,457"
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,N/A,N/A,N/A,N/A
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,N/A,₹749,4.1 out of 5 stars,"1,457"
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,N/A,₹749,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5,N/A,₹899,4.3 out of 5 stars,"6,176"
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5,N/A,N/A,N/A,N/A
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5,N/A,₹899,4.3 out of 5 stars,"6,176"
https://www.amazon.in/gp/goldbox/,N/A,₹899,N/A,M.R.P:
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=Mn6fx&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=sdXjw&pd_rd_r=38bbf33f-2803-4a36-9669-f601609ea549&qid=1688717313,N/A,N/A,N/A,bags for girls
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=Mn6fx&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=sdXjw&pd_rd_r=38bbf33f-2803-4a36-9669-f601609ea549&qid=1688717313,N/A,N/A,N/A,bags for girls
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=Mn6fx&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=sdXjw&pd_rd_r=38bbf33f-2803-4a36-9669-f601609ea549&qid=1688717313,N/A,N/A,N/A,bags for girls
https://www.amazon.in/s/?k=bags+for+travelling&ref=sugsr_1&pd_rd_w=Mn6fx&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=sdXjw&pd_rd_r=38bbf33f-2803-4a36-9669-f601609ea549&qid=1688717313,N/A,N/A,N/A,bags for travelling
https://www.amazon.in/s/?k=school+bags&ref=sugsr_2&pd_rd_w=Mn6fx&content-id=amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403:amzn1.sym.f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_p=f0166a2b-0975-4017-be10-7ecf88afb403&pf_rd_r=0CV1G339V5K0JX0PCATS&pd_rd_wg=sdXjw&pd_rd_r=38bbf33f-2803-4a36-9669-f601609ea549&qid=1688717313,N/A,N/A,N/A,school bags
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A,or
https://www.amazon.in#s-skipLinkTargetForMainSearchResults,N/A,N/A,4 Stars & Up,Delivery Day
